Player,Pos,Age,Tm,G,TRB,AST,STL,BLK,TOV,PTS,ALL-STAR
J.R. Smith\smithjr01,SG,34,LAL,6,0.8,0.5,0.2,0,0.7,2.8,0
Zhaire Smith\smithzh01,SF,20,PHI,7,0.3,0.3,0.4,0,0.3,1.1,0
Tony Snell\snellto01,SF,28,DET,59,1.9,2.2,0.5,0.3,0.5,8,0
Omari Spellman\spellom01,C,22,GSW,49,4.5,1,0.7,0.5,1.1,7.6,0
Max Strus\strusma01,SF,23,CHI,2,0.5,0,0,0,0,2.5,0
Edmond Sumner\sumneed01,SG,24,IND,31,1.5,1.8,0.5,0.3,0.7,4.9,0
Caleb Swanigan\swanica01,PF-C,22,TOT,27,3.7,1.1,0.1,0.3,1.4,2.4,0
Caleb Swanigan\swanica01,C,22,SAC,7,1,0.3,0.1,0.3,0.9,0.7,0
Caleb Swanigan\swanica01,PF,22,POR,20,4.7,1.5,0.1,0.3,1.6,3,0
Jayson Tatum\tatumja01,PF,21,BOS,66,7,3,1.4,0.9,2.3,23.4,1
Jeff Teague\teaguje01,PG,31,TOT,59,2.4,5.2,0.7,0.3,2,10.9,0
Jeff Teague\teaguje01,PG,31,MIN,34,2.6,6.1,0.7,0.4,2.2,13.2,0
Jeff Teague\teaguje01,PG,31,ATL,25,2.2,4,0.8,0.2,1.6,7.7,0
Garrett Temple\templga01,SG,33,BRK,62,3.5,2.5,0.8,0.5,1,10.3,0
Daniel Theis\theisda01,C,27,BOS,65,6.6,1.7,0.6,1.3,0.8,9.2,0
Isaiah Thomas\thomais02,PG,30,WAS,40,1.7,3.7,0.3,0.2,1.9,12.2,0
Khyri Thomas\thomakh01,SG,23,DET,8,0.1,0.4,0.4,0,0.4,2.1,0
Lance Thomas\thomala01,PF,31,BRK,7,1.9,0.9,0,0,0.9,3.4,0
Matt Thomas\thomama02,SG,25,TOR,41,1.5,0.5,0.2,0,0.4,4.9,0
Tristan Thompson\thomptr01,PF,28,CLE,57,10.1,2.1,0.6,0.9,1.8,12,0
Sindarius Thornwell\thornsi01,SF,25,NOP,2,2,2,0.5,0.5,1,8,0
Matisse Thybulle\thybuma01,SG,22,PHI,65,1.6,1.2,1.4,0.7,0.8,4.7,0
Anthony Tolliver\tollian01,PF,34,TOT,55,2.8,0.8,0.3,0.2,0.6,3.6,0
Anthony Tolliver\tollian01,PF,34,POR,33,3.3,0.9,0.2,0.3,0.6,3.9,0
Anthony Tolliver\tollian01,PF,34,SAC,9,1.2,0.3,0.4,0.1,0.4,1,0
Anthony Tolliver\tollian01,PF,34,MEM,13,2.5,0.8,0.5,0.1,0.7,4.8,0
Juan Toscano-Anderson\toscaju01,SG,26,GSW,13,4,2,1,0.4,1.2,5.3,0
Karl-Anthony Towns\townska01,C,24,MIN,35,10.8,4.4,0.9,1.2,3.1,26.5,0
Gary Trent Jr.\trentga02,SF,21,POR,61,1.6,1,0.8,0.3,0.3,8.9,0
Allonzo Trier\trieral01,SG,24,NYK,24,1.2,1.2,0.1,0.2,0.9,6.5,0
P.J. Tucker\tuckepj01,PF,34,HOU,72,6.6,1.6,1.1,0.5,1,6.9,0
Rayjon Tucker\tuckera01,SG,22,UTA,20,1,0.3,0.1,0.1,0.4,3.1,0
Evan Turner\turneev01,SG,31,ATL,19,2,2,0.5,0.4,1.4,3.3,0
Myles Turner\turnemy01,C,23,IND,62,6.6,1.2,0.7,2.1,1.4,12.1,0
Jarrod Uthoff\uthofja01,PF,26,TOT,7,0.9,0,0.1,0,0,2.7,0
Jarrod Uthoff\uthofja01,PF,26,MEM,4,0.3,0,0.3,0,0,1,0
Jarrod Uthoff\uthofja01,PF,26,WAS,3,1.7,0,0,0,0,5,0
Jonas Valančiūnas\valanjo01,C,27,MEM,70,11.3,1.9,0.4,1.1,1.8,14.9,0
Denzel Valentine\valende01,SF,26,CHI,36,2.1,1.2,0.7,0.2,0.7,6.8,0
Jarred Vanderbilt\vandeja01,PF,20,TOT,11,0.8,0.2,0.3,0.1,0.6,1.1,0
Jarred Vanderbilt\vandeja01,PF,20,DEN,9,0.9,0.2,0.3,0.1,0.8,1.1,0
Jarred Vanderbilt\vandeja01,PF,20,MIN,2,0.5,0,0,0,0,1,0
Fred VanVleet\vanvlfr01,SG,25,TOR,54,3.8,6.6,1.9,0.3,2.2,17.6,0
Gabe Vincent\vincega01,PG,23,MIA,9,0.6,0.7,0.6,0,0.1,2.4,0
Noah Vonleh\vonleno01,C,24,TOT,36,3.4,0.8,0.3,0.2,0.6,3.7,0
Noah Vonleh\vonleno01,C,24,MIN,29,4,0.9,0.4,0.2,0.7,4.1,0
Noah Vonleh\vonleno01,C,24,DEN,7,1.1,0.3,0,0,0.3,1.9,0
Nikola Vucevic\vucevni01,C,29,ORL,62,10.9,3.6,0.9,0.8,1.4,19.6,0
Dean Wade\wadede01,PF,23,CLE,12,1.6,0.2,0.2,0.3,0.3,1.7,0
Moritz Wagner\wagnemo01,C,22,WAS,45,4.9,1.2,0.6,0.4,1.5,8.7,0
Dion Waiters\waitedi01,SG,28,TOT,10,2.4,2,0.4,0.6,1.6,11.1,0
Dion Waiters\waitedi01,SG,28,MIA,3,3.7,1,0,0.7,1,9.3,0
Dion Waiters\waitedi01,SG,28,LAL,7,1.9,2.4,0.6,0.6,1.9,11.9,0
Kemba Walker\walkeke02,PG,29,BOS,56,3.9,4.8,0.9,0.5,2.1,20.4,1
Lonnie Walker\walkelo01,SG,21,SAS,61,2.3,1.1,0.5,0.2,0.7,6.4,0
Tyrone Wallace\wallaty01,SG,25,ATL,14,1.6,0.9,0.5,0.1,0.7,2.9,0
Derrick Walton\waltode01,PG,24,TOT,26,0.6,1,0.3,0,0.2,2,0
Derrick Walton\waltode01,PG,24,LAC,23,0.7,1,0.2,0,0.2,2.2,0
Derrick Walton\waltode01,PG,24,DET,3,0.3,1.7,1,0,0.3,1,0
Brad Wanamaker\wanambr01,PG,30,BOS,71,2,2.5,0.9,0.2,1.1,6.9,0
T.J. Warren\warretj01,SF,26,IND,67,4.2,1.5,1.2,0.5,1.3,19.8,0
P.J. Washington\washipj01,PF,21,CHO,58,5.4,2.1,0.9,0.8,1.6,12.2,0
Yuta Watanabe\watanyu01,SF,25,MEM,18,1.1,0.3,0.3,0.1,0.1,2,0
Tremont Waters\watertr01,PG,22,BOS,11,1.1,1.5,0.9,0.2,1.4,3.6,0
Paul Watson\watsopa01,SF,25,TOT,10,1.7,0.8,0.4,0.1,0.3,3.1,0
Paul Watson\watsopa01,SF,25,ATL,2,1,1.5,0.5,0,0,0,0
Paul Watson\watsopa01,SF,25,TOR,8,1.9,0.6,0.4,0.1,0.4,3.9,0
Quinndary Weatherspoon\weathqu01,SG,23,SAS,11,0.6,1,0.3,0.1,0.5,1.1,0
Russell Westbrook\westbru01,PG,31,HOU,57,7.9,7,1.6,0.4,4.5,27.2,1
Coby White\whiteco01,PG,19,CHI,65,3.5,2.7,0.8,0.1,1.7,13.2,0
Derrick White\whitede01,SG,25,SAS,68,3.3,3.5,0.6,0.9,1.3,11.3,0
Hassan Whiteside\whiteha01,C,30,POR,67,13.5,1.2,0.4,2.9,1.8,15.5,0
Andrew Wiggins\wiggian01,SF,24,TOT,54,5.1,3.7,0.8,1,2.4,21.8,0
Andrew Wiggins\wiggian01,SF,24,MIN,42,5.2,3.7,0.7,0.9,2.5,22.4,0
Andrew Wiggins\wiggian01,SF,24,GSW,12,4.6,3.6,1.3,1.4,2.1,19.4,0
Grant Williams\willigr01,PF,21,BOS,69,2.6,1,0.4,0.5,0.7,3.4,0
Johnathan Williams\willijo04,PF,24,WAS,15,4.3,0.5,0.1,0.5,0.3,3,0
Kenrich Williams\willike04,PF,25,NOP,39,4.8,1.5,0.7,0.5,0.6,3.5,0
Lou Williams\willilo02,PG,33,LAC,65,3.1,5.6,0.7,0.2,2.8,18.2,0
Marvin Williams\willima02,PF,33,TOT,58,3.2,1,0.6,0.5,0.6,5.9,0
Marvin Williams\willima02,PF,33,CHO,41,2.7,1,0.6,0.5,0.6,6.7,0
Marvin Williams\willima02,PF,33,MIL,17,4.4,1.1,0.6,0.5,0.5,4,0
Robert Williams\williro04,C,22,BOS,29,4.4,0.9,0.8,1.2,0.7,5.2,0
Nigel Williams-Goss\willini01,PG,25,UTA,10,0.6,0.6,0.3,0.1,0.3,1.4,0
Zion Williamson\willizi01,PF,19,NOP,24,6.3,2.1,0.7,0.4,2.5,22.5,0
D.J. Wilson\wilsodj01,PF,23,MIL,37,2.5,0.7,0.1,0.1,0.5,3.6,0
Justise Winslow\winslju01,SG,23,MIA,11,6.6,4,0.6,0.5,2.2,11.3,0
Christian Wood\woodch01,PF,24,DET,62,6.3,1,0.5,0.9,1.4,13.1,0
Delon Wright\wrighde01,PG,27,DAL,73,3.8,3.3,1.2,0.3,1,6.9,0
Justin Wright-Foreman\wrighju02,PG,22,UTA,4,1.3,1.8,0.5,0,0.8,4.8,0
Thaddeus Young\youngth01,PF,31,CHI,64,4.9,1.8,1.4,0.4,1.6,10.3,0
Trae Young\youngtr01,PG,21,ATL,60,4.3,9.3,1.1,0.1,4.8,29.6,1
Cody Zeller\zelleco01,C,27,CHO,58,7.1,1.5,0.7,0.4,1.3,11.1,0
Tyler Zeller\zellety01,C,30,SAS,2,2,0,0,0,0,1,0
Ante Žižic\zizican01,C,23,CLE,22,3,0.3,0.3,0.2,0.5,4.4,0
Ivica Zubac\zubaciv01,C,22,LAC,72,7.5,1.1,0.2,0.9,0.8,8.3,0
